stem,long,translation,n
anrocht,anröchte,anröchte,178
qualifizi,qualifizieren,qualify,178
biel,biel,biel,177
erstaunt,erstaunt,awed,177
lugano,lugano,lugano,177
steuererklar,steuererklärung,tax return,177
svenska,svenska,svenska,177
tjdi,tjdi,tjdi,177
woand,woanders,somewhere else,177
zusatzfrag,zusatzfrage,additional question,177
asylantrag,asylantrag,application for asylum,176
ebub,ebub,ebub,176
erwitt,erwitte,erwitte,176
friedl,friedl,peaceful,176
marktanteil,marktanteil,market share,176
polarisiert,polarisiert,polarized,176
steinfeld,steinfeld,"steinfeld, july",176
torjag,torjäger,scorer,176
welv,welve,welve,176
dabbur,dabbur,dabbur,175
eurostat,eurostat,eurostat,175
sociedad,sociedad,sociedad limitada,175
tiktok,tiktok,tiktok,175
abgewinn,abgewinnen,north korea kim on his own,174
akzeptabl,akzeptable,acceptable store rent,174
detroit,detroit,detroit,174
meier,meier,meier,174
redakteur,redakteur,editor,174
vergleichszahl,vergleichszahl,comparative figure,174
zwischendurch,zwischendurch,during breaks,174
ausgedacht,ausgedacht,thought up,173
multilateralismus,multilateralismus,multilateralism,172
camping,camping,camping,171
kilogramm,kilogramm,kilogram,171
nackstrand,nackstrand,naked beach,171
sassendorf,sassendorf,sassendorf,171
gegenvorschlag,gegenvorschlag,counter proposal,170
notfallfond,notfallfonds,emergency funds,170
osako,osako,osako,170
ovtcharov,ovtcharov,ovtcharov,170
rehd,rehden,deer,170
robb,robbe,seal,170
tqbo,tqbo,tqbo,170
einlenk,einlenken,give in,169
finalturni,finalturnier,final tournament,169
konkretisiert,konkretisiert,,169
nnen,nnen,can,169
partnerin,partnerin,associate,169
tuspoh,tuspoh,tuspoh,169
zirkus,zirkus,circus,169
fintech,fintech,fintech,168
gesung,gesungen,sung,168
pays,pays,pays,168
pixabay,pixabay,photo: pixabay,168
hjulmand,hjulmand,hjulmand,167
weltfussball,weltfußball,world football,167
yeadon,yeadon,yeadon,167
cett,cette,this week,166
entgegenzuwirk,entgegenzuwirken,change,166
fredrik,fredrik,fredrik kopp,166
guildo,guildo,guildo,166
henning,henning,henning,166
bend,bend,bend,165
olmo,olmo,olmo,165
unterbreitet,unterbreitet,offer submitted,165
capri,capri,capri bar,164
hinzugefugt,hinzugefügt,added,164
schwabisch,schwäbisch,swabian (german,164
studentenstadt,studentenstadt,underground station studentenstadt 3.2 km,164
folt,folter,footer,163
isbn,isbn,isbn,163
rechtsstaatsstreit,rechtsstaatsstreit,legal dispute,163
stadtzentr,stadtzentren,city centers,163
weltrekord,weltrekord,a world record,163
brinkmann,brinkmann,arno brinkmann,162
campus,campus,campus,162
derulo,derulo,looking for jason derulo,162
drag,drag,drag,162
remis,remis,draw,162
spitzentreff,spitzentreffen,top meeting,162
wiederaufleb,wiederaufleben,resurgence,162
deschamps,deschamps,deschamps,161
fitch,fitch,fitch,161
kitzloch,kitzloch,fawn,161
reinhard,reinhard,reinhard,161
troika,troika,troika,161
wohnwag,wohnwagen,caravans,161
auslandseinsatz,auslandseinsatz,foreign assignment isaf,160
flixbus,flixbus,flixbus,160
huhnermist,hühnermist,"chicken manure, m",160
mafia,mafia,mafia,160
mitstreit,mitstreiter,fellowes,160
pogba,pogba,paul pogba fan,160
sportdirektor,sportdirektor,sports director,160
trier,trier,trier,160
vorpomm,vorpommern,vorpommern,160
alvaro,alvaro,alvaro,159
bezahlschrank,bezahlschranke,payment barrier,159
kugel,kugel,ball,159
peloponn,peloponnes,peloponnese,159
angelino,angelino,angelino,158
brysch,brysch,brysch justifiably referred to this as a “scandal,158
equip,equip,equip,158
fluchtlingspolit,flüchtlingspolitik,european refugee policy,158
gegenspiel,gegenspieler,opponent,158
hanning,hanning,hanning,158
pavlenka,pavlenka,pavlenka,158
ystad,ystad,ystad,158
café,café,café,157
gesundheitszeugnis,gesundheitszeugnis,health certificate,157
hugo,hugo,hugo,157
karlstad,karlstad,karlstad,157
lambsdorff,lambsdorff,lambsdorff,157
prinzipienlos,prinzipienlosigkeit,unprincipledness,157
schoneberg,schöneberg,of schöneberg,157
verbraucherpreis,verbraucherpreise,consumer prices,157
attila,attila,porcine,156
autobranch,autobranche,automotive sector,156
groning,groningen,groningen,156
nutzfahrzeug,nutzfahrzeuge,commercial vehicles,156
rimini,rimini,rimini,156
rosel,rosel,rosel,156
stabhochspring,stabhochspringer,pole vaulter,156
straub,straub,angelika straub,156
eier,eier,eggs,155
nachtig,nächtigen,spend the night,155
reset,reset,reset,155
stimoniaris,stimoniaris,stimoniaris,155
tjoe,tjoe,tjoe,155
genial,genial,ingenious,154
gisdol,gisdol,gisdol,154
hell,helle,bright,154
hellofresh,hellofresh,hellofresh,154
jahreszahl,jahreszahl,year,154
klos,klos,jennifer klos,154
lehmann,lehmann,lehmann,154
rechtsnational,rechtsnationale,the right-wing nationalist marine le pen opposes the euro outright,154
staatengrupp,staatengruppe,group of states,154
unwissent,unwissentlich,unknowingly you're inviting death,154
klost,kloster,monastery,153
nordland,nordland,nordland gmbh,153
oberhof,oberhof,oberhof,153
pioni,pionier,a pioneer,153
prosieb,prosieben,prosieben,153
verlobt,verlobt,engaged,153
finalist,finalist,finalist,152
foul,foul,foul,152
fuchs,füchse,foxes,152
geplatzt,geplatzt,burst,152
levi,levi,haim levi,152
ortsub,ortsübliche,residential lavatory sink faucets,152
quaison,quaison,quaison,152
temel,temel,"temel, r",152
torwart,torwart,goalkeeper,152
vergleichsmiet,vergleichsmiete,comparable rent,152
anfass,anfasse,touch,151
coronahilf,coronahilfe,corona help,151
greg,greg,greg,151
lewandowski,lewandowski,julia lewandowski,151
nyman,nyman,nyman,151
sarajevo,sarajevo,sarajevo,151
streaming,streaming,streaming,151
studienautor,studienautor,"study author <g id=""2"">professor robert sclafani </g>explains",151
thys,thys,ghigonis,151
wohnungskonz,wohnungskonzern,housing company,151
alpin,alpin,alpin,150
clip,clip,clip,150
dello,dello,dati dello strumento,150
hans,hanse,hanseatic league,150
krisenland,krisenland,the country facing the largest crisis in this region is currently venezuela,150
preisgeld,preisgeld,in prizes,150
queer,queer,queer,150
unerhort,unerhört,unheard of,150
vorquartal,vorquartal,previous quarter,150
gegentor,gegentor,conceded,149
heunick,heunicke,heunicke,149
wicked,wickede,wickede,149
zweikampf,zweikampf,mini combination,149
abwehrspiel,abwehrspieler,defender (association football,148
antoin,antoine,antoine,148
balmoral,balmoral,the balmoral,148
festgefahr,festgefahren,stuck,148
klimaschutzbeweg,klimaschutzbewegung,climate protection movement,148
mdax,mdax,mdax,148
asselborn,asselborn,asselborn,147
eskort,eskorte,the escort,147
luca,luca,luca,147
nebst,nebst,together with,147
ramos,ramos,v. ramos,147
stena,stena,stena,147
uberstimmt,überstimmt,overruled,147
vergleichswert,vergleichswert,comparison value,147
capital,capitale,capital,146
gruppensieg,gruppensieg,group win,146
jahresziel,jahresziel,annual target,146
kohfeldt,kohfeldt,kohfeldt,146
mittelgross,mittelgrosse,medium sized,146
munt,munt,pathé de munt,146
patrik,patrik,patrik,146
unternehmensberat,unternehmensberater,business consultant,146
automatisier,automatisierung,automation,145
bangt,bangt,anxious,145
kambundji,kambundji,"<g id=""1"">mujinga kambundji fastest</g><g id=""2""> </g><g id=""3"">woman in switzerland</g>",145
lappland,lappland,lapland,145
mirad,mirad,mirad,145
niedriglohnsektor,niedriglohnsektor,this excludes all the long-term unemployed and job seekers in the low-wage sector,145
odobasic,odobasic,odobasic,145
studentin,studentin,food technology student,145
trio,trio,the trio,145
vermittlungsversuch,vermittlungsversuch,mediation attempt,145
ball,bälle,balls,144
bischoff,bischoff,bischoff,144
bradenton,bradenton,"on the road in bradenton, fl",144
brenntag,brenntag,brenntag,144
kopfball,kopfball,header,144
planungsstudios,planungsstudios,planning studios,144
politico,politico,politico,144
rahmenabkomm,rahmenabkommen,framework agreement,144
ruckenwind,rückenwind,tailwind,144
vision,visionen,vision,144
vogt,vogt,vogt,144
zuwand,zuwanderer,immigrants,144
atomar,atomar,atomically,143
bodense,bodensee,lake constance,143
statu,statue,statue,143
coronaland,coronaland,coronaland,142
elternpaar,elternpaar,adding children for a married couple,142
gotland,gotland,gotland,142
kommissar,kommissar,commissioner,142
kristian,kristian,kristian,142
migrationshintergrund,migrationshintergrund,migration background,142
nfejb,nfejb,nfejb,142
salig,saliger,salier,142
transaktion,transaktion,transaction,142
voluptat,voluptate,nemo enim ipsam voluptate,142
walmart,walmart,walmart,142
brulhart,brülhart,brülhart,141
depot,depot,securities account,141
eléonor,eléonore,eléonore,141
hasselmann,hasselmann,hasselmann gmbh,141
kipping,kipping,kipping,141
krankentransport,krankentransport,patient transport,141
mort,mort,mortality,141
sexarbeit,sexarbeit,msm who do sexwork,141
tischtennis,tischtennis,table tennis,141
updat,updaten,update,141
violent,violent,violent,141
wiklund,wiklund,jesper wiklund,141
butterwegg,butterwegge,butterwegge,140
conia,conia,findings upon conia foundation,140
henri,henri,henri,140
meghan,meghan,meghan's friend,140
rockefell,rockefeller,rockefeller family,140
schutzsuch,schutzsuchend,knut stretched out his arms for her,140
achim,achim,achim,139
andres,andresen,dr. u andresen,139
enriqu,enrique,enrique,139
gabbert,gabbert,silvia zanella-gabbert,139
haakon,haakon,haakon,139
kennedy,kennedy,kennedy,139
krebserkrank,krebserkrankung,cancer,139
kreditkart,kreditkarte,credit card,139
mayo,mayo,mayo,139
nunn,nunn,well,139
ressort,ressort,category,139
suditalien,süditalienische,southern italian,139
unihockey,unihockey,floorball,139
verhakt,verhakt,hooked,139
abgebrem,abgebremst,by the chisel,138
architektur,architektur,architecture,138
benny,benny,benny,138
covax,covax,covax,138
delhi,delhi,delhi,138
dimitrij,dimitrij,dimitrij,138
jonkoping,jonköping,jonkoping,138
letizia,letizia,letizia,138
mining,mining,mining,138
sequenz,sequenz,sequence,138
wrestlemania,wrestlemania,wrestlemania,138
aign,aigner,"r. aigner md, phd",137
bergisch,bergisch,bergisch gladbach,137
cidad,cidade,city,137
einwohnerinn,einwohnerinnen,residents,137
exil,exil,exile,137
lima,lima,lima,137
mancini,mancini,mancini udoji,137
nilsson,nilsson,arvid nilsson,137
planspiel,planspiel,business game,137
simulation,simulation,simulation,137
annika,annika,annika,136
auflauf,auflauf,casserole,136
egoism,egoismen,is here no love that is free from egotisms,136
futebol,futebol,fuetbol de salao player,136
hauptempfang,hauptempfänger,main recipient,136
noah,noah,noah,136
pavel,pavel,pavel,136
serap,serap,serap,136
streamingdien,streamingdienst,streaming service,136
streitthema,streitthema,controversial issue,136
valentin,valentin,valentin,136
vermarkt,vermarkte,promote your music,136
arbeitsrecht,arbeitsrecht,employment and labour law,135
coronaskept,coronaskeptiker,coronavirus,135
eisbar,eisbär,polar bear,135
ibcfo,ibcfo,ibcfo,135
klassenerhalt,klassenerhalt,class retention,135
lamberto,lamberto,lamberto,135
liveblog,liveblog,liveblog id,135
mathias,mathias,mathias,135
thurgau,thurgau,thurgau,135
tpvsdf,tpvsdf,tpvsdf,135
tsdtfuµ,tsdtfuµ,tsdtfuµ,135
wolk,wölk,wölk,135
wright,wright,wright,135
zauli,zauli,zauli,135
dausch,dausch,exchange,134
lohs,lohse,lohse,134
sandro,sandro,sandro,134
skisaison,skisaison,2018/2019 ski season,134
bohmann,bohmann,bohmann,133
diaspora,diaspora,diaspora,133
durchmess,durchmesser,diameter,133
estell,estelle,estelle,133
schlepp,schlepp,tow,133
soros,soros,"soros, george",133
sozialwissenschaft,sozialwissenschaft,social science,133
sudhalft,südhälfte,southern half,133
vermisch,vermischen,mixing,133
worldomet,worldometer,worldometer,133
bildbyran,bildbyran,bildbyran,132
feuerstein,feuerstein,flint,132
kasp,kasper,kasper,132
offensivspiel,offensivspiel,offensive game,132
youn,younes,younes a et al,132
datteln,datteln,dates,131
gesamtumsatz,gesamtumsatz,total turnover,131
grenk,grenke,grenke,131
gxje,gxje,gxje,131
hill,hille,hille,131
johanna,johanna,johanna,131
krankenhaushygi,krankenhaushygiene,hospital hygiene,131
lecocq,lecocq,lecocq,131
milliardenplan,milliardenplan,billions plan,131
motorsport,motorsport,motorsports,131
nordatlantikrat,nordatlantikrat,north atlantic council,131
stabilitatsmechanismus,stabilitätsmechanismus,european stability mechanism,131
vorlegt,vorlegt,"<g id=""1"">end of</g><g id=""2""> the month,</g>",131
westlund,westlund,west lund,131
eisern,eiserne,emergency reserves,130
gehandhabt,gehandhabt,handled,130
gruppenphas,gruppenphase,multistage,130
mitterteich,mitterteich,middle pond,130
operationsplan,operationsplan,military operation plan,130
peruan,peruaner,peruvian,130
pinguin,pinguine,penguin,130
primera,primera,primera,130
protestschild,protestschild,protest sign,130
schimpft,schimpft,scolds,130
treuhandfond,treuhandfonds,trust fund,130
zink,zink,zinc,130
abdication,abdication,abdication,129
ausgelieh,ausgeliehen,borrowed,129
beurlaubt,beurlaubt,on leave,129
brun,brun,brun,129
ersehnt,ersehnt,longed for,129
falk,falk,falk,129
heirat,heirat,marriage,129
lehrstell,lehrstelle,apprenticeship,129
passé,passé,ago,129
steingart,steingart,by gabor steingart,129
virgin,virgin,virgin mary,129
willich,willich,in willich,129
anzuschliess,anzuschliessen,shown below,128
asylpolit,asylpolitik,asylum policy,128
bradley,bradley,by bradley,128
branagh,branagh,branagh,128
bundniskreis,bündniskreisen,alliance circles,128
nagel,nagel,nail,128
nettoentgelt,nettoentgelt,net fee germany,128
ritt,ritt,ritt,128
ross,ross,ross,128
soring,söring,soering,128
teammitglied,teammitglied,collaborator,128
tiefstand,tiefstand,low point,128
zukunftstechnologi,zukunftstechnologie,innovative future technology,128
clan,clan,clan,127
dart,dart,dart,127
eberl,eberl,eberl,127
ebtt,ebtt,ebtt,127
fait,fait,fait,127
gewessl,gewessler,"for the greens, leonore gewessler will assume control of the expanded environment ministry",127
herausbekomm,herausbekomme,let's see if i can't play a little ditty,127
kallberg,källberg,källberg,127
kreuzling,kreuzlingen,kreuzlingen,127
reeperbahn,reeperbahn,reeperbahn,127
schauplatz,schauplatz,setting,127
schulstreik,schulstreik,school strike,127
solna,solna,solna,127
umsatzeinbruch,umsatzeinbruch,significant revenue decline,127
walnut,walnut,walnut,127
anders,andersen,andersen,126
behandlungsmog,behandlungsmöglichkeit,treatment option,126
bundniszentral,bündniszentrale,alliance headquarters,126
fuest,fuest,"isn't that true, mr. fuest",126
mittelweg,mittelweg,mittelweg 150,126
pristina,pristina,pristina,126
schied,schied,blacksmith design,126
teamchef,teamchef,head of team,126
unhcr,unhcr,unhcr,126
zverev,zverev,alexander zverev,126
einwoch,einwöchige,the workshop week is organised as a one-week intensive,125
korfu,korfu,corfu,125
kriseneinsatz,kriseneinsatz,in the emergency response,125
lohnschutz,lohnschutz,wage protection,125
lundback,lundbäck,lundbäck,125
murray,murray,murray,125
suchanfrag,suchanfrage,search_query,125
umzug,umzug,relocation,125
auftragseingang,auftragseingang,incoming orders,124
camilla,camilla,camilla,124
clown,clown,clown,124
einschrankt,einschränkt,restricts,124
grundprinzip,grundprinzip,basic principle,124
hapert,hapert,lacks,124
lebenszeit,lebenszeit,lifetime,124
marl,marl,marl,124
norg,norge,norge,124
sara,sara,sara,124
schwindet,schwindet,dwindling confidence,124
scorpion,scorpions,scorpions,124
verhielt,verhielt,behaviour is commendable.,124
gewerkschaftsnah,gewerkschaftsnahe,union-related,123
hartmann,hartmann,hartmann,123
immunreaktion,immunreaktion,immune reaction,123
neuwagenflott,neuwagenflotte,new car fleet,123
rechtsliberal,rechtsliberal,right-wing liberal,123
schraml,schraml,schraml,123
smith,smith,smith,123
suhl,suhl,suhl,123
telepolis,telepolis,telepolis,123
damberg,damberg,damberg,122
gestopft,gestopft,stuffed,122
hinwi,hinwies,pointed out,122
isabella,isabella,isabel,122
klargemacht,klargemacht,made clear,122
louisiana,louisiana,louisiana,122
molestia,molestia,molestia,122
rafael,rafael,rafael,122
torr,torre,torre,122
weltklass,weltklasse,world-class,122
auszulot,auszuloten,called telephone to explore the possibilities of comparison,121
chittom,chittom,chittom,121
hirsch,hirsch,stag,121
profitabilitat,profitabilität,profitability,121
schelling,schelling,schelling,121
thurn,thurn,thurn,121
unspektakular,unspektakulär,nothing spectacular,121
virusvariant,virusvariante,virus variant,121
zuschauereinnahm,zuschauereinnahmen,"key-452755: gate receipt rules[comment: editor, section showing rules on gate receipt money",121
dung,dung,nection,120
gipfelteilnehm,gipfelteilnehmer,summit participants,120
hogling,höglinger,höglinger et al,120
istaf,istaf,"<g id=""190"">istaf 2015 in</g><g id=""191""> berlin</g>",120
keep,keeper,keeper,120
letzigrund,letzigrund,"<g id=""1"">headquarter</g><g id=""2""> </g><g id=""3"">letzigrund</g>",120
olympiqu,olympique,olympic,120
telekommunikation,telekommunikation,telecommunication,120
thor,thor,thor,120
transferunion,transferunion,transfer union,120
unionsfraktionschef,unionsfraktionschef,union group leader,120
unumstritt,unumstritten,it is no contest,120
versand,versand,shipping,120
cinquefrondi,cinquefrondi,cinquefrondi,119
defa,defa,view,119
einwander,einwanderung,immigration,119
ifsg,ifsg,ifsg,119
kantonspolizei,kantonspolizei,cantonal police,119
omar,omar,mir omar,119
randow,randow,randow,119
rekordanstieg,rekordanstieg,record increase,119
sjowall,sjöwall,sjöwall,119
volkshochschul,volkshochschule,volkshochschule (adult education centre,119
windpark,windpark,wind farm,119
bevollm,bevollm,auth. agent,118
bologna,bologna,bologna,118
fuch,fuchs,fuchs,118
gazzetta,gazzetta,gazzetta,118
klimastreik,klimastreik,climatestrike,118
mittelwert,mittelwert,mean value,118
