stem,long,translation,n
nakst,nakstad,nakstad,140
österrikisk,österrikisk,austria,140
oven,oven,oven-arch,140
översyn,översyn,review,140
podc,podcast,podcast,140
rådhuset,rådhuset,seat of local government,140
regi,regi,private management,140
sång,sång,song,140
spre,spre,spray,140
udsat,udsatte,exposed,140
udstyr,udstyr,"rental and leasing of other equipment, equipment and other materials",140
utbild,utbilda,develop,140
alpack,alpacka,alpaca,139
åsik,åsikt,opinion,139
avtalet,avtalet,agreement,139
bestämt,bestämt,adjudicated,139
drag,drag,tensile,139
fort,fortare,the downward spiral of violence is turning faster and faster,139
gigantisk,gigantisk,giant pop-up,139
infektionsklinik,infektionsklinik,"infektionsklinik &#x09;&#x09;&#x09;&#x09;&#x09;&#x09;sangkal, prathanthip",139
intressant,intressant,interesting,139
inviter,invitere,invite,139
kobl,kobla,connect,139
modtaget,modtaget,ordre modtaget,139
placer,placera,invest,139
præget,præget,embossed,139
realitet,realitet,reality,139
såvel,såvel,as well,139
självklart,självklart,of course,139
skib,skib,ship,139
slapp,slapp,flabby,139
tilgænge,tilgængelig,available,139
västerbot,västerbotten,västerbotten,139
whos,whos,whos,139
aktion,aktion,auction started,138
biträd,biträdande,assistant,138
evig,evig,eternity,138
foruds,forudsat,provided,138
hjemkomst,hjemkomst,homecoming,138
imponer,imponera,impress the customer,138
indtryk,indtryk,impression,138
insåg,insåg,realizing,138
jordbruk,jordbruk,agriculture,138
kontr,kontra,versus,138
kosovo,kosovo,kosovo,138
meir,meir,more,138
opinion,opinion,public opinion,138
religiøs,religiøs,religious,138
ställning,ställning,position,138
statsobligation,statsobligation,bond,138
studiet,studiet,the study,138
svared,svarede,replied,138
tros,tros,tros,138
udnyt,udnytte,exploit,138
underskud,underskud,deficit,138
vokset,vokset,grown,138
avstå,avstå,be surrendered,137
bekend,bekende,known,137
book,bookar,bookar,137
civil,civila,civil,137
demonstrantern,demonstranterne,the protesters,137
flemming,flemming,flemming,137
hälsomynd,hälsomyndighet,health authority,137
hansson,hansson,hansson,137
indsats,indsatsen,the effort,137
infektionstal,infektionstal,infection rate,137
integritet,integritet,privacy,137
mindretal,mindretal,minority,137
munn,munn,mouth,137
ökenvandring,ökenvandring,desert hiking,137
sættes,sættes,set,137
scored,scored,scored answer,137
skandinavisk,skandinavisk,scandinavia,137
spain,spain,spain,137
sydamerik,sydamerika,south america,137
uppenbar,uppenbara,obvious errors,137
utvid,utvida,expand,137
vårdcentral,vårdcentral,waste regulation,137
barnbarn,barnbarn,grandchild,136
datum,datum,date,136
enighed,enighed,agreement,136
flygtrafik,flygtrafik,air traffic,136
gustavsson,gustavsson,gustavsson,136
hjemmet,hjemmet,the home,136
holdet,holdet,the team,136
indtjening,indtjening,earnings,136
infection,infection,what are you looking for,136
isolert,isolert,isolated,136
luis,luis,luis,136
marit,marit,marit,136
næppe,næppe,hardly,136
oberoend,oberoende,independent,136
osäk,osäker,value impaired,136
pedro,pedro,san pedro,136
rabat,rabatt,discount,136
skygg,skygg,timid,136
smid,smid,smith,136
tätt,tätt,tight,136
tillämp,tillämpa,apply,136
tjekk,tjekke,check,136
triv,trivas,you'll like it there,136
adfærd,adfærd,behavior,135
aflysning,aflysning,cancellation,135
arsenal,arsenal,arsenal,135
begrenset,begrenset,no begrenset gyldighet,135
benedik,benedikt,benedikt,135
betrak,betrakta,catch,135
boll,boll,ball,135
børnehav,børnehave,kindergarten,135
diplomat,diplomaten,what do we actually know about the russian diplomat,135
etisk,etisk,ethics,135
forfatter,forfattere,authors,135
forløb,forløb,course,135
göran,göran,göran,135
grænsel,grænselandet,the border country,135
haaland,haaland,haaland,135
håndtryk,håndtryk,handshake,135
hovedet,hovedet,the head,135
kasp,kaspar,kaspar,135
konkurrent,konkurrent,competitor,135
parker,parkera,park here,135
slikt,slikt,scissors to cut aff wineberry bushes and other such,135
sökt,sökt,searched,135
aggressiv,aggressiv,aggression,134
amand,amanda,amanda,134
bekymr,bekymra,don't worry about it.,134
bivirkning,bivirkning,side effect,134
bredd,bredd,width,134
definer,definere,define,134
efteråt,efteråt,afterward,134
fastslår,fastslår,states,134
flygplan,flygplan,airplane,134
inntek,inntekt,income,134
inspirer,inspirera,artistic inspiration,134
lagen,lagene,the teams,134
nogenlund,nogenlunde,roughly,134
overtag,overtage,take over,134
premiär,premiär,premiere,134
synd,synd,sin,134
transit,transit,transit,134
trapp,trapp,trapp,134
vred,vred,handle,134
alltför,alltför,too time consuming,133
bistånd,bistånd,grant,133
croati,croatia,croatia,133
distansundervisning,distansundervisning,distance education,133
drøfte,drøfte,discuss,133
effektivitet,effektivitet,efficiency,133
erhvervslivet,erhvervslivet,business,133
förhoppningsvis,förhoppningsvis,hopefully,133
förmågan,förmågan,the capacity to inherit,133
gynn,gynna,so what are its solutions,133
henvisning,henvisning,reference,133
hollandsk,hollandsk,dutch,133
infeksjon,infeksjon,infection,133
inhemsk,inhemsk,domestic rate,133
justitsminist,justitsminister,minister of justice,133
kjører,kjører,the garbage truck turns out onto a busy road,133
konkurrer,konkurrera,competing with chubb,133
kontoret,kontoret,at the office,133
korrespondent,korrespondent,correspondent,133
lavest,lavest,lowest,133
maas,maas,meuse,133
mennesken,menneskene,the people,133
ordinari,ordinarie,regular price,133
skedd,skedd,the damage is done,133
truffet,truffet,"at the moment he gets up, he's struck by a bullet",133
tyrki,tyrkia,turkey,133
zeeland,zeeland,zeeland,133
arrangör,arrangören,organizer address,132
avdeling,avdeling,section 3,132
bold,bolden,the ball,132
daværend,daværende,then,132
forhåbent,forhåbentlig,hopefully,132
fria,fria,available,132
giusepp,giuseppe,called giuseppe,132
grønland,grønland,greenland,132
hals,halsa,halsa,132
harald,harald,harold,132
hemme,hemmelig,we can glean that they have a secret liaison,132
innan,innan,before,132
ministerpræsident,ministerpræsident,prime minister,132
ondt,ondt,evil,132
opdatering,opdatering,update,132
oppdaget,oppdaget,discovered,132
såld,såld,sold,132
smittesporing,smittesporing,infection tracing,132
søge,søge,search,132
syftet,syftet,the objective,132
tillbring,tillbringa,spend,132
trusl,truslar,threats,132
udsæt,udsætte,postpone,132
usikr,usikre,unsafe,132
videokonferenc,videokonference,video conference,132
zealand,zealand,new zealand,132
budget,budgetar,budgets,131
carlo,carlo,gnutti carlo,131
fritid,fritid,leisure time,131
generation,generationen,new generation,131
importer,importera,import,131
innsat,innsats,effort,131
internt,internt,internal,131
johans,johansen,johansen,131
klimatsmart,klimatsmart,environmentally friendly,131
korttidspermittering,korttidspermittering,d.1222 guaranteed remuneration in the event of short-time working,131
krevend,krevende,demanding,131
leverantör,leverantör,professional,131
loved,loved,he loved,131
margaret,margaret,margaret,131
merpart,merparten,the majority,131
monaco,monaco,mc,131
nationalitet,nationalitet,nationality,131
plads,pladsen,the square,131
regionalt,regionalt,regionally,131
rigspolitiet,rigspolitiet,national police,131
schengenområdet,schengenområdet,schengen area,131
skærped,skærpede,sharpened,131
smittsam,smittsam,contagion,131
strib,strib,strib,131
tidpunk,tidpunkt,instant of time,131
troed,troede,thought,131
udgift,udgift,expense,131
værdi,værdi,value,131
begynn,begynnelse,initial,130
deutschland,deutschland,deutschland,130
forhånd,forhånd,in advance,130
grib,gribe,gribe,130
gribskov,gribskov,gribskov,130
henblik,henblik,purpose,130
heribland,heriblandt,including,130
hisved,hisved,hisved,130
inlet,inlet,inlet,130
maksimalt,maksimalt,maksimalt 250 tegn,130
master,masters,masters,130
offisiell,offisiell,officially,130
överallt,överallt,everywhere,130
relatered,relaterede,related,130
risikogrupp,risikogruppa,risk group,130
smittekæd,smittekæde,chain of infection,130
stans,stansa,to punch out,130
tænkt,tænkt,thought,130
tillfället,tillfället,the occasion,130
uheld,uheld,accident,130
værdier,værdier,values,130
väsent,väsentlig,essential,130
avdelning,avdelning,department,129
bekymred,bekymrede,worried,129
coronaepidemi,coronaepidemi,corona epidemic,129
cris,cris,cris froome,129
delvist,delvist,in the case of wines and grape must in fermentation,129
diagnos,diagnose,diagnose,129
dubai,dubai,dubai,129
dubbelt,dubbelt,double,129
extrem,extrem,xtreme,129
flink,flink,clever,129
flyselskab,flyselskab,airline,129
formel,formel,formula,129
hygiejn,hygiejne,hygiene,129
kärlek,kärlek,love,129
körd,körd,never run,129
måltid,måltid,meal,129
offensiv,offensiv,offensive,129
pakket,pakket,pakket den,129
région,région,region aquitaine,129
rejserestriktion,rejserestriktion,travel restriction,129
smittspår,smittspåra,trace of infection,129
ulrik,ulrik,ulrich,129
vedtaget,vedtaget,has adopted this decision,129
vekk,vekk,away,129
besætning,besætning,crew,128
byggnad,byggnaden,the building,128
ford,ford,ford motor company,128
frist,frist,days of grace,128
godmorg,godmorgen,good morning,128
højvig,højvig,high weight,128
kørestol,kørestol,wheelchair,128
kortsikt,kortsiktig,short term,128
kriseberedskabet,kriseberedskabet,emergency preparedness,128
längst,längst,longest,128
muslimsk,muslimsk,muslim  (9,128
oppdater,oppdaterast,updated,128
sjunk,sjunka,sink,128
sørger,sørger,mourns,128
stan,stan,stan,128
statsborg,statsborgar,citizens,128
storlek,storlek,size,128
tillfriskn,tillfriskna,"what is more, healthy animals can recover from foot-and-mouth disease",128
undan,undan,horse,128
upplevt,upplevt,improves perceived focus + concentration,128
yngst,yngst,youngest,128
avseend,avseende,regarding,127
barbro,barbro,barbro,127
bekrefted,bekreftede,confirmed,127
beting,betingade,genetically determined hair loss,127
björling,björling,björling,127
bjud,bjuda,to invite,127
forbrug,forbrug,consumption,127
förhållandevis,förhållandevis,relatively short,127
grundlägg,grundlägga,found,127
gustav,gustav,gustav,127
helsingör,helsingör,helsingør,127
kataloni,katalonia,catalonia,127
katrin,katrin,katrin,127
katt,katt,cat,127
komplicer,komplicerad,complicated,127
laboratori,laboratorie,laboratory,127
milano,milano,milan,127
rådighed,rådighed,available,127
skar,skar,mg -madaga-scar,127
slump,slump,randomness,127
sprer,sprer,spreads,127
ungdomm,ungdommar,young people,127
adskil,adskillig,several,126
aftalt,aftalt,agreed,126
anbefalt,anbefalt,recommended,126
arbejdsløshed,arbejdsløshed,unemployment,126
årevis,årevis,years,126
aron,aron,aaron,126
arrangør,arrangør,organizer,126
bliv,bliv,stay,126
entrepris,entreprises,"the fsi, the fmea and cdc entreprises",126
epidemiologi,epidemiologi,epidemiology,126
erhvervsliv,erhvervsliv,business,126
følges,følges,followed,126
forbundsregering,forbundsregering,federal government,126
foreligg,foreligge,available,126
hexatronic,hexatronic,hexatronic group ab,126
interviewet,interviewet,interviewed,126
iväg,iväg,get away,126
kommunikationschef,kommunikationschef,communication manager,126
kyrkan,kyrkan,year of birth,126
løkke,løkke,loop,126
målt,målt,measured,126
nedenf,nedenfor,below,126
pågåt,pågått,in progress,126
pascal,pascal,pascal,126
républiqu,république,republic,126
samarbejdet,samarbejdet,cooperation,126
summ,summa,total,126
svære,svære,difficult,126
tillverkning,tillverkning,manufacturing,126
trång,trång,choked neck,126
trin,trin,trin,126
trött,trött,tired,126
upphandl,upphandla,the voluntary association is able to procure the track,126
blok,blok,blok,125
chelse,chelsea,chelsea,125
cost,costa,costa,125
deltaker,deltakere,participants,125
fair,faire,laissez-faire,125
fäst,fäst,pin,125
forsøget,forsøget,the experiment,125
grundlæggend,grundlæggende,basically,125
huruvid,huruvida,determine whether,125
kolding,kolding,kolding,125
kram,kram,hug,125
kvindern,kvinderne,the women,125
ledet,ledet,led,125
livsmedel,livsmedel,food,125
lönsam,lönsam,profitable,125
malin,malin,13,125
ødelag,ødelagde,destroyed,125
offentliggør,offentliggør,publish,125
simons,simonsen,simonsen,125
skjeldam,skjeldam,skjeldam,125
smittfall,smittfall,case of infection,125
sønderjysk,sønderjysk,southern jutland,125
tidsskrift,tidsskrift,"i would suggest that
what a well-edited journal does",125
udtalt,udtalt,pronounced,125
uklart,uklart,unclear,125
visser,visserligen,"menu, the menu item",125
west,westen,west,125
wolfsburg,wolfsburg,wolfsburg,125
amerikanern,amerikanerne,the americans,124
beløb,beløb,amount,124
benyttet,benyttet,used,124
bergström,bergström,bergstrom,124
coop,coop,coop,124
diamond,diamond,diamond,124
diktatur,diktatur,dictatorship,124
feir,feira,feira,124
fersk,fersk,fresh,124
flat,flatare,flatter,124
fremmest,fremmest,foremost,124
galleri,galleri,gallery,124
horn,horn,antler,124
imen,imena,plaid imena,124
inds,indsat,inserted,124
inkomst,inkomst,income,124
jann,janna,janna,124
järnväg,järnväg,rail,124
karriär,karriär,career,124
knud,knud,knot,124
kompis,kompis,friend,124
krymp,krymp,shrink view,124
långtidsbudget,långtidsbudget,that is something quite different,124
läst,läst,read,124
nåværend,nåværende,current,124
nøyakt,nøyaktig,exactly,124
patientsikkerhed,patientsikkerhed,patient safety,124
renn,renn,renn,124
romsdal,romsdal,"in møre og romsdal county, the municipality of smøla",124
sjösted,sjöstedt,sjöstedt,124
solidarisk,solidarisk,solidarity,124
stell,stell,stell,124
sværer,sværere,more difficult,124
svan,svan,swan,124
tætter,tættere,closer,124
tvungn,tvungna,we are being forced into it,124
udvis,udvise,expel,124
yderst,yderst,důvěrné,124
aften,aftenen,in the evening,123
albani,albani,albanian,123
bøger,bøger,books,123
debut,debut,commenced,123
eftersom,eftersom,since,123
omkostning,omkostning,cost,123
pendant,pendant,des fumées dangereuses se développent pendant l'utilisation,123
regnskabsår,regnskabsår,financial year,123
ressourc,ressource,resource,123
sassnitz,sassnitz,sassnitz,123
slått,slått,beaten,123
tell,telle,tell,123
terrass,terrass,bench terrace,123
västernorrland,västernorrland,västernorrland,123
avslår,avslår,migration court rejects appeal,122
bestämd,bestämd,fixed,122
boli,boli,boli,122
databas,database,database,122
förening,förening,club,122
förkylning,förkylning,acute nasopharyngitis,122
forlænget,forlænget,extended,122
fundamental,fundamental,fundamental,122
glemt,glemt,forgotten,122
hack,hack,cut,122
kiær,kiær,dear,122
ledern,lederne,the leaders,122
liby,liby,liby,122
marino,marino,"marino, italy",122
medlemsl,medlemslande,member states,122
ryan,ryan,"ryan, oklahoma",122
sandsynligvis,sandsynligvis,probably,122
smul,smula,slug,122
ståend,stående,response,122
sykehuset,sykehuset,drug abusers (amphetamine) and volunteers by the hospital,122
tweet,tweet,twitter,122
usikk,usikker,uncertain,122
utmärk,utmärkande,distinctive,122
väst,väst,vest,122
vedrørend,vedrørende,concerning,122
vidn,vidne,witness,122
virusutbrottet,virusutbrottet,the virus outbreak,122
äldst,äldsta,oldest,121
aspek,aspekt,aspect,121
bernd,bernd,bernd,121
coronaläget,coronaläget,corona mode,121
eksperiment,eksperiment,experiment,121
flyktning,flyktning,refugee,121
forleng,forlenga,extend,121
forrest,forrest,forrest gump,121
hjemmeban,hjemmebane,home court,121
köln,köln,cologne,121
kunden,kundene,customers,121
lever,levera,levera,121
lugnt,lugnt,calm,121
lurt,lurt,lurt,121
marek,marek,mr marek sepp,121
mekanism,mekanism,mekanism,121
midnat,midnatt,midnatt,121
nikki,nikki,nikki,121
oppfyll,oppfylle,oppfylle,121
overbevist,overbevist,overbevist,121
pakistan,pakistan,pakistan,121
slutted,sluttede,sluttede,121
smag,smag,smag,121
småt,småt,småt,121
snitt,snitt,snitt,121
stats,statsen,statsen,121
tävl,tävla,tävla,121
terr,terra,terra,121
tjekkiet,tjekkiet,tjekkiet,121
tråk,tråkig,tråkig,121
udgivet,udgivet,udgivet,121
utgår,utgår,utgår,121
utlandsres,utlandsresa,utlandsresa,121
afsæt,afsæt,afsæt,120
anvisning,anvisning,anvisning,120
booket,booket,booket,120
centralt,centralt,centralt,120
deltok,deltok,deltok,120
fauci,fauci,fauci,120
flyet,flyet,flyet,120
förmåg,förmåga,förmåga,120
forsink,forsinka,forsinka,120
globalisering,globalisering,globalisering,120
hjalp,hjalp,hjalp,120
hospitalet,hospitalet,hospitalet,120
indendør,indendørs,indendørs,120
jonung,jonung,jonung,120
kommunen,kommunene,kommunene,120
kulturminist,kulturminister,kulturminister,120
oppdag,oppdaga,oppdaga,120
oprethold,opretholde,opretholde,120
presentert,presentert,presentert,120
presskonferens,presskonferensen,presskonferensen,120
prisern,priserne,priserne,120
stål,stål,stål,120
stävj,stävja,curb,120
svak,svak,weak,120
tilpasset,tilpasset,customized,120
uppgår,uppgår,and amounts to,120
velux,velux,where to find your velux product code,120
vened,venedig,venice,120
ajax,ajax,ajax,119
ansik,ansikt,kristin's face,119
begrav,begrava,burial,119
behandlet,behandlet,treated,119
doner,donera,donate,119
east,easter,easter,119
enas,enas,enas,119
evakuering,evakuering,evacuation,119
fång,fånga,trap away,119
föreställning,föreställning,i have a performance,119
forsvin,forsvinn,she disappears,119
förvärr,förvärra,azarga may make any of these worse,119
hjemsend,hjemsende,repatriate,119
interesseret,interesseret,interested,119
kastet,kastet,cast,119
kristof,kristof,kristof borrey,119
opmærksomhed,opmærksomhed,attention,119
opplyst,opplyst,illuminated,119
resterend,resterende,remaining,119
sandsynlighed,sandsynlighed,probability,119
selvstænd,selvstændig,self-employed,119
sinn,sinn,sinn,119
skjul,skjul,shed,119
smittotal,smittotal,infection rate,119
smittskyd,smittskydd,communicable dis control,119
trods,trodse,defiant,119
utgångspunk,utgångspunkt,starting point,119
vanligtvis,vanligtvis,normally,119
vejret,vejret,the weather,119
borussi,borussia,borussia,118
desper,desperat,badly,118
förbi,förbi,past,118
forsamlingsforbuddet,forsamlingsforbuddet,the assembly ban,118
framträd,framträda,appear,118
friskhetsintyg,friskhetsintyg,evidence of health,118
indgang,indgang,entrance,118
indled,indlede,initiate,118
integrer,integrera,integrating,118
jernban,jernbane,railway,118
kampanj,kampanj,campaign bar,118
knowit,knowit,knowit,118
køer,køer,cows,118
labb,labb,labs,118
litteratur,litteratur,literature,118
mirazimi,mirazimi,mirazimi,118
økte,økte,increased,118
olivi,olivia,olivia,118
overs,oversat,translated,118
overskrift,overskrift,headline,118
pårørend,pårørende,relatives,118
qanon,qanon,qanon,118
systematisk,systematisk,systematic,118
takket,takket,thanks,118
tönni,tönnies,tönnies,118
ukjent,ukjent,unknown,118
advarsel,advarsel,warning,117
ærlig,ærlig,honest,117
artikeln,artikeln,the article,117
återstart,återstart,restart,117
bangkok,bangkok,bangkok,117
budgettet,budgettet,the budget,117
epidemiologisk,epidemiologisk,epidemiology,117
etap,etape,stage,117
føle,føle,feel,117
gevinst,gevinst,gain,117
götalandsregion,götalandsregionen,västra götaland,117
härdelin,härdelin,härdelin,117
hjulmand,hjulmand,wheel man,117
hvoraf,hvoraf,of which,117
internationalt,internationalt,internationally,117
jagt,jagt,hunting,117
karak,karak,karak district,117
klod,klode,globe,117
mødtes,mødtes,met,117
nordsjælland,nordsjælland,north zealand,117
officielt,officielt,official stamp,117
pendl,pendla,commuting,117
personalet,personalet,the staff,117
poängter,poängtera,i would like to make that point,117
reserv,reserv,reserve,117
skam,skam,shame,117
skönt,skönt,good,117
spekuler,spekulera,to speculate,117
sundsvall,sundsvall,sundsvall,117
symptomfri,symptomfri,laboratory testing on symptomatic and asymptomatic potatoes,117
tidligst,tidligst,at the earliest,117
truer,truer,threatens,117
trycket,trycket,the pressure,117
udgangsforbud,udgangsforbud,curfew,117
virtuell,virtuell,virtual,117
afgang,afgang,departure,116
afric,africa,africa,116
betød,betød,meant,116
copenhag,copenhagen,copenhagen,116
esbjerg,esbjerg,esbjerg,116
flyktinglägret,flyktinglägret,22. the refugee camp,116
grav,grav,grave,116
grøn,grøn,green,116
handlet,handlet,acted,116
hils,hilse,she told me to say hi,116
isabell,isabell,isabelle horse,116
kinesern,kineserne,the chinese,116
konsekvensen,konsekvensene,the consequences,116
marc,marc,marc,116
markeret,markeret,marked,116
nærkontak,nærkontakt,close contact,116
optræd,optræde,perform,116
pund,pund,pound,116
regeringsmød,regeringsmøde,government meeting,116
rutt,rutt,route,116
stemt,stemt,voted,116
sykehjem,sykehjem,the undercover reports to kristin that hamilton is on his way to a nursing home,116
ugent,ugentlig,weekly,116
utlänning,utlänningar,non-residents,116
bonn,bonn,bonn,115
christoph,christoph,christoph hollenstein,115
claes,claes,claes,115
fjend,fjende,enemy,115
følte,følte,felt,115
foranstaltning,foranstaltning,measure,115
försvan,försvann,"the smile dropped from his mouth, followed by his gaze a second later",115
frisör,frisör,hairdresser,115
givetvis,givetvis,of course,115
grønn,grønn,green,115
kiel,kiel,kiel,115
kjem,kjem,kjem,115
klimathandlingsplan,klimathandlingsplan,climate action plan,115
lägst,lägst,lowest,115
lundgr,lundgren,lundgren,115
modsætning,modsætning,opposite,115
näringslivet,näringslivet,businesses,115
naturkatastrof,naturkatastrof,climatic catastrophe,115
nedlag,nedlagd,abandoned land,115
opgørelsesmetod,opgørelsesmetoden,the calculation method,115
país,país,país,115
papir,papir,paper,115
prioritet,prioritet,the priority,115
promener,promenera,go for a walk,115
sårbar,sårbara,everyone is vulnerable,115
scoring,scoring,scoring,115
skiv,skiva,slice,115
vesent,vesent,vesent,115
ægtefæll,ægtefælle,spouse,114
arabisk,arabisk,arabic,114
argumenter,argumentera,argue,114
beboer,beboere,farmers,114
beng,bengt,bengt,114
besætt,besættelse,occupation,114
bleking,bleking,bleaching,114
chris,chris,chris,114
eriks,eriksen,tom buraas eriksen,114
flensborg,flensborg,flensborg,114
fransmän,fransmän,french people,114
godkänt,godkänt,pass,114
helbred,helbred,health,114
henden,hendene,hands,114
kontakttallet,kontakttallet,the contact number,114
kopi,kopi,copy,114
laboratoriet,laboratoriet,laboratory,114
logg,logg,log,114
logisk,logisk,logical,114
ludvigsson,ludvigsson,"ludvigsson, a. (2012",114
opnå,opnå,achieve,114
opplysning,opplysning,enlightenment,114
opposition,oppositionen,opposition,114
öresundsbron,öresundsbron,road tolls for any means of transport across the öresund bridge,114
oroväck,oroväckande,it is disquieting,114
sänd,sänd,send,114
sked,sked,spoon,114
storm,storma,let it storm,114
supermarked,supermarked,hamilton at supermarket and clothing store,114
tjent,tjent,served,114
udland,udland,abroad,114
umiddelb,umiddelbar,immediate,114
videnskab,videnskab,science,114
wolfgang,wolfgang,wolfgang,114
ändring,ändring,change,113
angrip,angripa,to infest,113
bistå,bistå,aid,113
boks,bokse,boxing,113
femtedel,femtedel,fifths,113
floyd,floyd,floyd,113
huslej,husleje,rent,113
idrot,idrott,for pe,113
ifrågasät,ifrågasätta,ask,113
inriktning,inriktning,program,113
intensivt,intensivt,intense,113
isoleret,isoleret,isolated,113
målgrupp,målgrupp,audience,113
misstag,misstag,in error,113
ødelægg,ødelægge,destroy,113
overleg,overlege,chief physician,113
populistisk,populistisk,politicians from a populist party criticize the governing party,113
reseavrådan,reseavrådan,travel advice,113
retssag,retssag,lawsuit,113
sahin,sahin,sahin,113
teckn,teckna,sketch,113
trädgård,trädgård,garden,113
well,welle,the secretary-general,113
aktiemarked,aktiemarked,stock market,112
arbejded,arbejdede,worked,112
återstår,återstår,remaining,112
avgång,avgång,separation,112
bidragit,bidragit,has chipped in,112
budskab,budskab,message,112
budskap,budskap,intelligence,112
demokratin,demokratin,"democracy, democracy",112
ekologisk,ekologisk,ecological,112
elegant,elegant,elegant,112
exklusiv,exklusiv,exclusive,112
fagforening,fagforening,union,112
fahl,fahl,fahl,112
finansministr,finansministrar,finance ministers,112
fjord,fjord,förde,112
fleir,fleire,more,112
föll,föll,it fell,112
föreslå,föreslå,advise,112
gatan,gatan,by street,112
genvariant,genvariant,genvariant,112
gyld,gylden,golden,112
gymnasiet,gymnasiet,gymnasium,112
hertil,hertil,for this,112
hospitalern,hospitalerne,the hospitals,112
hövding,hövding,chieftain,112
hrivik,hrivik,hrivik,112
installer,installera,install,112
kalender,kalendere,calendars,112
købte,købte,bought,112
konsumtion,konsumtion,final consumption,112
kulturinstitution,kulturinstitution,cultural conservation institution,112
langu,langue,langue cible,112
mandatperiod,mandatperiod,term of office,112
mindreår,mindreårig,relationship with minor,112
mutation,mutation,genetic alteration,112
operativ,operativ,operative,112
opfyld,opfylde,fulfill,112
øyeblikket,øyeblikket,the moment,112
passeret,passeret,passed,112
peters,petersen,tina petersen,112
repræsentant,repræsentant,representative,112
rumæni,rumænien,romania,112
socialdemokratiet,socialdemokratiet,social democracy,112
softw,software,software,112
synner,synnerhet,in particular,112
undervis,undervisa,instruct,112
villkor,villkorad,conditional routing,112
allians,allianse,alliance,111
beijing,beijing,beijing,111
brian,brian,brian,111
ensamkomm,ensamkommande,unaccompanied minor,111
forbruger,forbrugere,consumers,111
förbudet,förbudet,the ban,111
förbundet,förbundet,green league,111
forsvind,forsvinde,disappear,111
græske,græske,greek,111
häromdag,häromdage,the other day,111
hjertet,hjertet,the heart,111
hjulpet,hjulpet,helped,111
indstillet,indstillet,set,111
irak,irak,iraq,111
kutt,kutt,cut,111
niveauet,niveauet,the level,111
outbreak,outbreak,outbreak,111
prägl,prägla,mint,111
registrerat,registrerats,registered,111
roberto,roberto,roberto,111
sjukan,sjukan,hypovitaminosis d,111
skubb,skubbe,push,111
stikk,stikk,stick,111
størstedel,størstedelen,the majority,111
supporter,supportere,supporters,111
sving,sving,swing,111
tiotal,tiotal,decade,111
usædvan,usædvanlig,unusual,111
usikker,usikkerhet,uncertainty,111
airbus,airbus,airbus,110
beredskab,beredskab,emergency preparedness,110
direktiv,direktiv,directives,110
diskotek,diskotek,going to clubs and discos,110
ettermiddag,ettermiddag,afternoon,110
farv,farvande,coloring,110
finanspolitisk,finanspolitisk,fiscal capacity,110
förd,förd,completed,110
frod,frodades,frodades,110
generalsekretær,generalsekretær,secretary-general,110
halver,halvera,food waste,110
helsingør,helsingør,helsingør,110
hett,hett,hot,110
hurtigst,hurtigst,fastest,110
landshold,landshold,national team,110
lekt,lekt,lekt,110
lenk,lenk,timur,110
mario,mario,marius,110
møtes,møtes,meet,110
nämnd,nämnd,committee,110
norditali,norditalien,italy,110
påverkat,påverkats,affected,110
procenten,procentenhet,percentage point,110
sjukhusvård,sjukhusvård,hospital service,110
sjukvårdspersonal,sjukvårdspersonal,professional,110
skövd,skövde,skövde,110
skrivend,skrivende,writing,110
solid,solida,monobloc wheels,110
træk,træk,features,110
trio,trio,trio,110
usikkert,usikkert,throws a brief (uncertain) glance towards gripenberg,110
vibek,vibeke,vibeke,110
antonio,antonio,jose antonio,109
bistand,bistand,assistance,109
døre,døre,doors,109
erling,erling,erling,109
fremlag,fremlagde,presented,109
henry,henry,henry,109
lagard,lagarde,the president,109
leveret,leveret,delivered,109
løbe,løbe,run,109
løst,løst,solved,109
misslyck,misslyckad,failed,109
mogens,mogensen,mogensen,109
nordirland,nordirland,ni - northern ireland,109
økend,økende,increasing,109
pressemødet,pressemødet,the press conference,109
privatperson,privatperson,private person,109
rander,randers,randers,109
reklam,reklam,advertisement,109
risikovurdering,risikovurdering,risk assessment,109
smittebølg,smittebølge,wave of infection,109
styck,styck,pieces,109
sundhedsministerium,sundhedsministerium,ministry of health,109
suttit,suttit,where had he been sitting,109
turistern,turisterne,the tourists,109
viggo,viggo,"rickard domeij, ola knutsson, johan carlberger, viggo kann",109
volym,volym,volume,109
vordingborg,vordingborg,vordingborg,109
allsvenskan,allsvenskan,allsvenskan,108
andan,andan,hold your breath,108
arbejdsgiver,arbejdsgivere,employers,108
avancer,avancera,advance,108
bestyrelsesformand,bestyrelsesformand,chairman of the board,108
bildbyrån,bildbyrån,image agency,108
bolivi,bolivia,bl,108
brygg,brygga,piled deck,108
detsamm,detsamma,likewise,108
drøm,drøm,dream,108
falk,falk,falcon,108
følg,følg,follow,108
foregå,foregå,take place,108
framfart,framfart,follow aron and the fundraising progress [here,108
francisco,francisco,francisco,108
franskman,franskmann,frenchman,108
fremvis,fremvise,showcase,108
härj,härja,ravage,108
inlägg,inlägg,reply,108
kent,kent,kent,108
kreft,kreft,cancer,108
kvarstår,kvarstår,remains,108
människan,människan,people,108
marseill,marseille,marseille,108
mesterskab,mesterskab,championship,108
mikrobiologi,mikrobiologi,microbiology,108
mord,mord,murder,108
